SNP,shoot_mass,growth_init,growth_cess,cold_injury,scaffold,contig,pos.on.contig,is.signif
scaffold556560_87971_90967__1968,0.997089,0.700475,0.77173,0.208738,scaffold556560,scaffold556560_87971_90967,1968,0
scaffold55836.2_35848_38717__753,0.969381,0.609449,0.861607,0.983441,scaffold55836.2,scaffold55836.2_35848_38717,753,0
scaffold559154_89816_95568__776,0.0520429,0.606195,0.294757,0.887812,scaffold559154,scaffold559154_89816_95568,776,0
scaffold560315_82175_87622__2814,0.582301,0.977383,0.800633,0.736405,scaffold560315,scaffold560315_82175_87622,2814,0
scaffold560816.1_104645_109808__2832,0.835177,0.656723,0.974376,0.86764,scaffold560816.1,scaffold560816.1_104645_109808,2832,0
scaffold560895.1_3809_12704__3753,0.498163,0.518694,0.52613,0.604653,scaffold560895.1,scaffold560895.1_3809_12704,3753,0
scaffold560960_74836_83228__2344,0.729685,0.603435,0.621316,0.92084,scaffold560960,scaffold560960_74836_83228,2344,0
scaffold561295_85467_89063__1657,0.496546,0.906222,0.901587,0.874389,scaffold561295,scaffold561295_85467_89063,1657,0
scaffold561562.1_143005_148514__2527,0.659146,0.297308,0.812523,0.566601,scaffold561562.1,scaffold561562.1_143005_148514,2527,0
scaffold561631.1_15225_17532__909,0.00770327,0.185481,0.578655,0.765076,scaffold561631.1,scaffold561631.1_15225_17532,909,1
scaffold561631.1_18602_19118__186,0.675225,0.253696,0.249731,0.656654,scaffold561631.1,scaffold561631.1_18602_19118,186,0
scaffold561826.1_70958_77294__5785,0.202316,0.539078,0.0114274,0.130333,scaffold561826.1,scaffold561826.1_70958_77294,5785,1
scaffold562124_411136_414485__1337,0.999865,0.7612,0.766549,0.375347,scaffold562124,scaffold562124_411136_414485,1337,0
scaffold56251_41401_44605__485,0.260471,0.946636,0.634657,0.730182,scaffold56251,scaffold56251_41401_44605,485,0
scaffold562930_307393_310057__1646,0.982918,0.63838,0.460293,0.300218,scaffold562930,scaffold562930_307393_310057,1646,0
scaffold563584.1_40883_48237__1121,0.0936941,0.541391,0.212009,0.68367,scaffold563584.1,scaffold563584.1_40883_48237,1121,0
scaffold5642.2_51503_58102__5435,0.588956,0.455068,0.974645,0.982309,scaffold5642.2,scaffold5642.2_51503_58102,5435,0
scaffold5642.2_7155_13714__2485,0.237804,0.476372,0.680164,0.339256,scaffold5642.2,scaffold5642.2_7155_13714,2485,0
scaffold56506_173825_187975__5945,0.758106,0.398248,0.749822,0.455869,scaffold56506,scaffold56506_173825_187975,5945,0
scaffold565164_60961_67824__2737,0.743934,0.392642,0.804774,0.513844,scaffold565164,scaffold565164_60961_67824,2737,0
scaffold565542.2_515762_520514__3466,0.938608,0.293633,0.800343,0.738417,scaffold565542.2,scaffold565542.2_515762_520514,3466,0
scaffold565908_108022_110975__629,0.662564,0.838896,0.245128,0.733045,scaffold565908,scaffold565908_108022_110975,629,0
scaffold566981.1_59020_63820__3666,0.882678,0.629968,0.775447,0.750317,scaffold566981.1,scaffold566981.1_59020_63820,3666,0
scaffold567144_126528_131809__1628,0.703873,0.88003,0.782946,0.71992,scaffold567144,scaffold567144_126528_131809,1628,0
scaffold568305.3_512070_513065__175,0.487527,0.996146,0.698278,0.887153,scaffold568305.3,scaffold568305.3_512070_513065,175,0
scaffold568305.3_513973_517354__1374,0.81839,0.263672,0.355489,0.747655,scaffold568305.3,scaffold568305.3_513973_517354,1374,0
scaffold568424_47615_52306__4637,0.92351,0.958541,0.961365,0.92151,scaffold568424,scaffold568424_47615_52306,4637,0
scaffold568424_55523_61645__5412,0.974156,0.938921,0.565855,0.0826015,scaffold568424,scaffold568424_55523_61645,5412,0
scaffold568821_169534_171936__947,0.923505,0.662061,0.394179,0.281435,scaffold568821,scaffold568821_169534_171936,947,0
scaffold568967_72675_76466__939,0.512994,0.483699,0.47939,0.549337,scaffold568967,scaffold568967_72675_76466,939,0
scaffold569144_75906_78109__351,0.4182,0.800883,0.136856,0.764923,scaffold569144,scaffold569144_75906_78109,351,0
scaffold56952.1_6898_11595__484,0.164868,0.322973,0.844703,0.883936,scaffold56952.1,scaffold56952.1_6898_11595,484,0
scaffold569723.1_42736_47742__2300,0.832144,0.509216,0.71089,0.0867452,scaffold569723.1,scaffold569723.1_42736_47742,2300,0
scaffold570392_48011_51608__626,0.772931,0.94326,0.753903,0.941251,scaffold570392,scaffold570392_48011_51608,626,0
scaffold570570_80243_90948__8396,0.818072,0.737191,0.726469,0.735378,scaffold570570,scaffold570570_80243_90948,8396,0
scaffold570674_2681_8998__3426,0.755034,0.873124,0.909496,0.598881,scaffold570674,scaffold570674_2681_8998,3426,0
scaffold570820_53548_63635__1994,0.777741,0.754248,0.890194,0.842775,scaffold570820,scaffold570820_53548_63635,1994,0
scaffold571697.2_34646_41149__4436,0.887662,0.627831,0.729904,0.982809,scaffold571697.2,scaffold571697.2_34646_41149,4436,0
scaffold572207.2_67210_72217__2747,0.321306,0.785805,0.520239,0.706873,scaffold572207.2,scaffold572207.2_67210_72217,2747,0
scaffold572869.2_59639_65558__312,0.859755,0.748383,0.930173,0.84515,scaffold572869.2,scaffold572869.2_59639_65558,312,0
scaffold573982.1_13877_16713__1675,0.829781,0.76977,0.640387,0.994124,scaffold573982.1,scaffold573982.1_13877_16713,1675,0
scaffold574470_57920_60149__630,0.98349,0.744824,0.859247,0.518417,scaffold574470,scaffold574470_57920_60149,630,0
scaffold575240_58106_62036__3092,0.940958,0.406315,0.809918,0.816537,scaffold575240,scaffold575240_58106_62036,3092,0
scaffold575343.2_14096_27432__5193,0.856114,0.938206,0.839947,0.908205,scaffold575343.2,scaffold575343.2_14096_27432,5193,0
scaffold575653.1_66251_74657__2145,0.217165,0.461158,0.627425,0.183073,scaffold575653.1,scaffold575653.1_66251_74657,2145,0
scaffold575653.1_80877_85047__3137,0.867758,0.992623,0.784339,0.45831,scaffold575653.1,scaffold575653.1_80877_85047,3137,0
scaffold57815.2_36122_47015__5649,0.287172,0.54911,0.596628,0.0702314,scaffold57815.2,scaffold57815.2_36122_47015,5649,0
scaffold57824_75266_80804__2046,0.646175,0.972146,0.578883,0.511387,scaffold57824,scaffold57824_75266_80804,2046,0
scaffold578814.1_23608_30131__3235,0.291716,0.943712,0.220463,0.237003,scaffold578814.1,scaffold578814.1_23608_30131,3235,0
scaffold57923_134472_139889__2343,0.463712,0.0004301,0.786414,0.358238,scaffold57923,scaffold57923_134472_139889,2343,1
scaffold58001_16421_20084__2297,0.968391,0.726903,0.861689,0.566021,scaffold58001,scaffold58001_16421_20084,2297,0
scaffold582053_50691_57469__5113,0.634151,0.695948,0.326759,0.726728,scaffold582053,scaffold582053_50691_57469,5113,0
scaffold582249_162605_167005__2754,0.980308,0.614587,0.7399,0.485568,scaffold582249,scaffold582249_162605_167005,2754,0
scaffold583637_78783_82930__3339,0.977339,0.755298,0.750428,0.714551,scaffold583637,scaffold583637_78783_82930,3339,0
scaffold583912_112822_113780__430,0.961559,0.98709,0.910157,0.708049,scaffold583912,scaffold583912_112822_113780,430,0
scaffold58392.1_49738_54561__928,0.585108,0.558498,0.775952,0.942954,scaffold58392.1,scaffold58392.1_49738_54561,928,0
scaffold584378_57340_64422__2345,0.836812,0.620552,0.997281,0.205243,scaffold584378,scaffold584378_57340_64422,2345,0
scaffold584534_18658_21730__2246,0.495634,0.257834,0.0670593,0.960459,scaffold584534,scaffold584534_18658_21730,2246,0
scaffold585366_90011_98826__4952,0.471925,0.576016,0.538543,0.958216,scaffold585366,scaffold585366_90011_98826,4952,0
scaffold585817.2_284041_289407__2075,0.699538,0.165306,0.925276,0.790783,scaffold585817.2,scaffold585817.2_284041_289407,2075,0
scaffold585820.1_163152_167718__2447,0.997393,0.714352,0.73547,0.785456,scaffold585820.1,scaffold585820.1_163152_167718,2447,0
scaffold586264_84210_87725__2919,0.812195,0.540996,0.707965,0.958303,scaffold586264,scaffold586264_84210_87725,2919,0
scaffold587187_67221_73252__3900,0.907578,0.687095,0.959251,0.459279,scaffold587187,scaffold587187_67221_73252,3900,0
scaffold587258_140428_143767__1101,0.635053,0.669908,0.789811,0.401065,scaffold587258,scaffold587258_140428_143767,1101,0
scaffold589124_16414_17537__472,0.504239,0.67538,0.774981,0.933229,scaffold589124,scaffold589124_16414_17537,472,0
scaffold589557.2_3146_4884__689,0.597762,0.690218,0.55453,0.118646,scaffold589557.2,scaffold589557.2_3146_4884,689,0
scaffold589820.1_176038_180537__1522,0.219278,0.944011,0.00504074,0.627132,scaffold589820.1,scaffold589820.1_176038_180537,1522,1
scaffold590894.3_108052_111338__2660,0.173698,0.97083,0.0226324,0.642058,scaffold590894.3,scaffold590894.3_108052_111338,2660,1
scaffold591121_37530_44815__2609,0.615318,0.923186,0.533609,0.749648,scaffold591121,scaffold591121_37530_44815,2609,0
scaffold591356.1_48420_54102__718,0.758759,0.644996,0.722147,0.43311,scaffold591356.1,scaffold591356.1_48420_54102,718,0
scaffold59341_195906_200906__4285,0.823963,0.836776,0.769835,0.759227,scaffold59341,scaffold59341_195906_200906,4285,0
scaffold593804_22330_26870__1956,0.480919,0.413717,0.30397,0.874845,scaffold593804,scaffold593804_22330_26870,1956,0
scaffold595406_87970_92290__2437,0.799004,0.0489993,0.186746,0.482363,scaffold595406,scaffold595406_87970_92290,2437,0
scaffold595419_82313_88173__3029,0.885466,0.731669,0.892737,0.685176,scaffold595419,scaffold595419_82313_88173,3029,0
scaffold596014_12950_19236__4818,0.886585,0.853759,0.914881,0.808696,scaffold596014,scaffold596014_12950_19236,4818,0
scaffold59630_87651_90557__915,0.498156,0.200578,0.369391,0.943117,scaffold59630,scaffold59630_87651_90557,915,0
scaffold596726.1_85948_93223__4126,0.823807,0.573757,0.895916,0.508325,scaffold596726.1,scaffold596726.1_85948_93223,4126,0
scaffold597377_92598_94206__1119,0.651973,0.973349,0.693485,0.86569,scaffold597377,scaffold597377_92598_94206,1119,0
scaffold59836.1_72962_81085__4146,0.23447,0.506539,0.924836,0.476845,scaffold59836.1,scaffold59836.1_72962_81085,4146,0
scaffold59933_1961_10458__4184,0.15037,0.372832,0.00156442,0.501407,scaffold59933,scaffold59933_1961_10458,4184,1
scaffold59967.1_31469_37571__2286,0.927726,0.751606,0.720197,0.911498,scaffold59967.1,scaffold59967.1_31469_37571,2286,0
scaffold599707_280050_287566__6981,0.124259,0.405744,0.0168302,0.169911,scaffold599707,scaffold599707_280050_287566,6981,1
scaffold600026.2_171698_173907__1634,0.648595,0.0886128,0.974469,0.831478,scaffold600026.2,scaffold600026.2_171698_173907,1634,0
scaffold601527.2_12652_17365__3098,0.0453751,0.624631,0.2488,0.618768,scaffold601527.2,scaffold601527.2_12652_17365,3098,0
scaffold602944_101473_102508__790,0.95886,0.675701,0.807952,0.984202,scaffold602944,scaffold602944_101473_102508,790,0
scaffold603371_36928_38347__741,0.58812,0.136065,0.713778,0.593913,scaffold603371,scaffold603371_36928_38347,741,0
scaffold603553.1_2188_6104__2473,0.582885,0.804915,0.701591,0.792564,scaffold603553.1,scaffold603553.1_2188_6104,2473,0
scaffold603553.2_68972_72344__2179,0.335345,0.604115,0.56547,0.650274,scaffold603553.2,scaffold603553.2_68972_72344,2179,0
scaffold603815.2_61482_64580__1001,0.584231,0.956783,0.734164,0.854001,scaffold603815.2,scaffold603815.2_61482_64580,1001,0
scaffold604486_103598_107025__2826,0.207334,0.0389047,0.612938,0.40073,scaffold604486,scaffold604486_103598_107025,2826,0
scaffold60450_52339_54859__697,0.902773,0.740092,0.727784,0.395023,scaffold60450,scaffold60450_52339_54859,697,0
scaffold605875_148765_153188__3438,0.136839,0.489435,0.528489,0.854323,scaffold605875,scaffold605875_148765_153188,3438,0
scaffold605964.2_277154_292499__11970,0.743261,0.907942,0.957991,0.797178,scaffold605964.2,scaffold605964.2_277154_292499,11970,0
scaffold606674_45900_52383__6160,0.674868,0.302905,0.864758,0.266117,scaffold606674,scaffold606674_45900_52383,6160,0
scaffold606988_13743_18597__4332,0.795312,0.491968,0.61106,0.942712,scaffold606988,scaffold606988_13743_18597,4332,0
scaffold607290_46494_52042__4579,0.593867,0.829033,0.438724,0.386118,scaffold607290,scaffold607290_46494_52042,4579,0
scaffold607865.1_8575_10796__742,0.929317,0.0663079,0.352817,0.096715,scaffold607865.1,scaffold607865.1_8575_10796,742,0
scaffold607865.2_13103_16311__1653,0.819508,0.75714,0.454896,0.983648,scaffold607865.2,scaffold607865.2_13103_16311,1653,0
scaffold60871_149658_152545__2430,0.673179,0.203802,0.681501,0.514305,scaffold60871,scaffold60871_149658_152545,2430,0
scaffold60871_207806_210453__1375,0.693044,0.71527,0.771752,0.531506,scaffold60871,scaffold60871_207806_210453,1375,0
scaffold60871_91382_95460__2831,0.727622,0.107507,0.677358,0.610692,scaffold60871,scaffold60871_91382_95460,2831,0
scaffold608875_31484_35065__2493,0.662421,0.689877,0.940443,0.274686,scaffold608875,scaffold608875_31484_35065,2493,0
scaffold609061.2_4925_6762__607,0.858174,0.825385,0.644103,0.968954,scaffold609061.2,scaffold609061.2_4925_6762,607,0
scaffold609072.1_6213_10019__1841,0.961277,0.963572,0.933427,0.995726,scaffold609072.1,scaffold609072.1_6213_10019,1841,0
scaffold609964_155297_163820__5324,0.956416,0.175447,0.630393,0.406549,scaffold609964,scaffold609964_155297_163820,5324,0
scaffold610369.2_58801_64047__1883,0.811677,0.473011,0.465148,0.43264,scaffold610369.2,scaffold610369.2_58801_64047,1883,0
scaffold61088.1_39116_43299__2179,0.268046,0.0672332,0.779923,0.00333982,scaffold61088.1,scaffold61088.1_39116_43299,2179,1
scaffold61088.2_25390_34285__2836,0.636825,0.729644,0.823896,0.475606,scaffold61088.2,scaffold61088.2_25390_34285,2836,0
scaffold610984_41001_54833__8203,0.733605,0.658478,0.979112,0.217339,scaffold610984,scaffold610984_41001_54833,8203,0
scaffold611262_112888_121188__1684,0.750604,0.832601,0.767084,0.523648,scaffold611262,scaffold611262_112888_121188,1684,0
scaffold61265_11884_16180__3029,0.795883,0.744567,0.969523,0.869986,scaffold61265,scaffold61265_11884_16180,3029,0
scaffold613217.3_11986_14643__1571,0.977394,0.965752,0.801205,0.995236,scaffold613217.3,scaffold613217.3_11986_14643,1571,0
scaffold613987_75189_88528__11483,0.881467,0.951063,0.8996,0.876081,scaffold613987,scaffold613987_75189_88528,11483,0
scaffold615512.2_36962_38912__648,0.423418,0.808836,0.375233,0.929295,scaffold615512.2,scaffold615512.2_36962_38912,648,0
scaffold616121_6675_14040__2916,0.863386,0.937926,0.484521,0.918862,scaffold616121,scaffold616121_6675_14040,2916,0
scaffold617744_27177_37691__8605,0.159837,0.589475,0.212908,0.48311,scaffold617744,scaffold617744_27177_37691,8605,0
scaffold6197.2_56057_62303__5774,0.572989,0.519592,0.407961,0.94834,scaffold6197.2,scaffold6197.2_56057_62303,5774,0
scaffold620042.2_73542_76807__1801,0.514268,0.0446199,0.218708,0.257691,scaffold620042.2,scaffold620042.2_73542_76807,1801,0
scaffold62034.4_148621_151051__1070,0.840336,0.598502,0.953886,0.516894,scaffold62034.4,scaffold62034.4_148621_151051,1070,0
scaffold621074_177894_181175__645,0.465618,0.70848,0.460278,0.953084,scaffold621074,scaffold621074_177894_181175,645,0
scaffold621814_37400_43263__2540,0.205821,0.899019,0.443718,0.295813,scaffold621814,scaffold621814_37400_43263,2540,0
scaffold622178_52552_57907__1741,0.991965,0.775687,0.88819,0.787625,scaffold622178,scaffold622178_52552_57907,1741,0
scaffold622602.2_37977_48403__3623,0.908041,0.5753,0.825356,0.917002,scaffold622602.2,scaffold622602.2_37977_48403,3623,0
scaffold62292_33146_39416__3127,0.461724,0.453082,0.356515,0.849682,scaffold62292,scaffold62292_33146_39416,3127,0
scaffold623442_165055_167052__181,0.836545,0.746295,0.863911,0.983883,scaffold623442,scaffold623442_165055_167052,181,0
scaffold623714_229834_232110__770,0.756396,0.797615,0.246946,0.734684,scaffold623714,scaffold623714_229834_232110,770,0
scaffold623803_12382_14980__892,0.064304,0.32734,0.119998,0.8558,scaffold623803,scaffold623803_12382_14980,892,0
scaffold625005_6639_8876__482,0.86787,0.756923,0.988921,0.940835,scaffold625005,scaffold625005_6639_8876,482,0
scaffold62568.1_147218_150655__1516,0.740623,0.456151,0.402699,0.00064238,scaffold62568.1,scaffold62568.1_147218_150655,1516,1
scaffold626070_81838_88901__3336,0.913895,0.847663,0.978164,0.594281,scaffold626070,scaffold626070_81838_88901,3336,0
scaffold62685.1_631_6898__5045,0.730542,0.840412,0.815454,0.75467,scaffold62685.1,scaffold62685.1_631_6898,5045,0
scaffold62685.1_71394_75785__1728,0.797451,0.861845,0.822085,0.933802,scaffold62685.1,scaffold62685.1_71394_75785,1728,0
scaffold627135.3_13482_17466__766,0.854133,0.846492,0.881849,0.875758,scaffold627135.3,scaffold627135.3_13482_17466,766,0
scaffold627216_83654_85976__545,0.611684,0.656573,0.635928,0.0269628,scaffold627216,scaffold627216_83654_85976,545,0
scaffold627807.2_5164_10908__5121,0.952154,0.457139,0.66363,0.944098,scaffold627807.2,scaffold627807.2_5164_10908,5121,0
scaffold630547.2_3240_6446__2608,0.199565,0.0607858,0.189911,0.129894,scaffold630547.2,scaffold630547.2_3240_6446,2608,0
scaffold631902.3_92437_96272__1885,0.819148,0.35366,0.930058,0.772222,scaffold631902.3,scaffold631902.3_92437_96272,1885,0
scaffold633171_140843_151463__8876,0.492558,0.693732,0.402944,0.298527,scaffold633171,scaffold633171_140843_151463,8876,0
scaffold63342.1_79597_85890__2843,0.818207,0.972205,0.785417,0.128191,scaffold63342.1,scaffold63342.1_79597_85890,2843,0
scaffold633573.1_2952_4234__597,0.608545,0.446349,0.204577,0.419455,scaffold633573.1,scaffold633573.1_2952_4234,597,0
scaffold633798_73385_77717__681,0.781363,0.933499,0.875981,0.30223,scaffold633798,scaffold633798_73385_77717,681,0
scaffold634040_580766_585382__2925,0.734007,0.499717,0.31444,0.101387,scaffold634040,scaffold634040_580766_585382,2925,0
scaffold634297.2_55457_61966__1664,0.768805,0.0992247,0.246866,0.288996,scaffold634297.2,scaffold634297.2_55457_61966,1664,0
scaffold634437_1286_5005__2541,0.588123,0.861787,0.775825,0.177292,scaffold634437,scaffold634437_1286_5005,2541,0
scaffold634614_19882_25977__1601,0.750483,0.764181,0.538995,0.522433,scaffold634614,scaffold634614_19882_25977,1601,0
scaffold635071_13950_21987__2095,0.407409,0.63548,0.786982,0.809919,scaffold635071,scaffold635071_13950_21987,2095,0
scaffold63508.1_125881_129800__3104,0.771959,0.669886,0.350302,0.788491,scaffold63508.1,scaffold63508.1_125881_129800,3104,0
scaffold635876.2_602222_610052__3640,0.840937,0.968555,0.815553,0.466373,scaffold635876.2,scaffold635876.2_602222_610052,3640,0
scaffold635990.1_45082_54585__7833,0.661255,0.322202,0.922294,0.496131,scaffold635990.1,scaffold635990.1_45082_54585,7833,0
scaffold636254_159366_166310__1935,0.719482,0.631599,0.963047,0.317347,scaffold636254,scaffold636254_159366_166310,1935,0
scaffold636342.2_134439_151984__9715,0.608237,0.835921,0.86809,0.987007,scaffold636342.2,scaffold636342.2_134439_151984,9715,0
scaffold637159_143420_151926__3295,0.820933,0.26684,0.115003,0.00960385,scaffold637159,scaffold637159_143420_151926,3295,1
scaffold638629_17608_23654__1178,0.713762,0.744701,0.553298,0.489672,scaffold638629,scaffold638629_17608_23654,1178,0
scaffold639543.2_53389_58537__4037,0.961727,0.818558,0.857078,0.606797,scaffold639543.2,scaffold639543.2_53389_58537,4037,0
scaffold64025.2_15252_17967__1134,0.958384,0.781316,0.126013,0.191614,scaffold64025.2,scaffold64025.2_15252_17967,1134,0
scaffold640506.1_31777_37690__3491,0.618702,0.843564,0.737402,0.808582,scaffold640506.1,scaffold640506.1_31777_37690,3491,0
scaffold641429.1_35595_41164__495,0.927731,0.786467,0.99052,0.993937,scaffold641429.1,scaffold641429.1_35595_41164,495,0
scaffold641429.1_44653_46792__1181,0.502588,0.445882,0.213075,0.639246,scaffold641429.1,scaffold641429.1_44653_46792,1181,0
scaffold641574_107193_112777__2471,0.363818,0.954548,0.628602,0.742986,scaffold641574,scaffold641574_107193_112777,2471,0
scaffold642605.1_2808_6240__1271,0.472994,0.929054,0.541604,0.730637,scaffold642605.1,scaffold642605.1_2808_6240,1271,0
scaffold644326_204935_214156__1379,0.414316,0.648857,0.109232,0.0338582,scaffold644326,scaffold644326_204935_214156,1379,0
scaffold644400.1_4292_6643__1550,0.831853,0.811116,0.68418,0.814057,scaffold644400.1,scaffold644400.1_4292_6643,1550,0
scaffold645254_23841_29083__1807,0.292195,0.872069,0.332733,0.406775,scaffold645254,scaffold645254_23841_29083,1807,0
scaffold646306.1_141696_142675__344,0.717234,0.946752,0.395561,0.33017,scaffold646306.1,scaffold646306.1_141696_142675,344,0
scaffold64659.1_138641_144233__426,0.944289,0.75364,0.887984,0.679379,scaffold64659.1,scaffold64659.1_138641_144233,426,0
scaffold646617_14276_27714__1092,0.283725,0.106985,0.426831,0.402118,scaffold646617,scaffold646617_14276_27714,1092,0
scaffold646730_88092_95442__7147,0.337169,0.951855,0.664436,0.948785,scaffold646730,scaffold646730_88092_95442,7147,0
scaffold648679_102607_107104__933,0.59393,0.877845,0.771901,0.359288,scaffold648679,scaffold648679_102607_107104,933,0
scaffold64988.1_124979_130012__3593,0.872476,0.850078,0.996429,0.702731,scaffold64988.1,scaffold64988.1_124979_130012,3593,0
scaffold650980.2_27676_33528__4325,0.903155,0.57868,0.950011,0.3262,scaffold650980.2,scaffold650980.2_27676_33528,4325,0
scaffold651104_21497_22898__278,0.854127,0.843213,0.566356,0.633988,scaffold651104,scaffold651104_21497_22898,278,0
scaffold652083.1_63936_65951__91,0.75566,0.985382,0.98949,0.859457,scaffold652083.1,scaffold652083.1_63936_65951,91,0
scaffold653187_31919_35686__976,0.615037,0.48585,0.449793,0.923744,scaffold653187,scaffold653187_31919_35686,976,0
scaffold653187_63576_67761__1736,0.677932,0.366104,0.759796,0.198504,scaffold653187,scaffold653187_63576_67761,1736,0
scaffold653621_3828_21910__3543,0.673551,0.640257,0.993192,0.739713,scaffold653621,scaffold653621_3828_21910,3543,0
scaffold654010_54573_57169__2028,0.873005,0.978495,0.777785,0.682278,scaffold654010,scaffold654010_54573_57169,2028,0
scaffold654017_16979_18350__427,0.595384,0.984256,0.58066,0.526497,scaffold654017,scaffold654017_16979_18350,427,0
scaffold655405.2_163873_165037__817,0.679147,0.486822,0.973044,0.698295,scaffold655405.2,scaffold655405.2_163873_165037,817,0
scaffold655986_5906_9249__1240,0.925286,0.652835,0.819511,0.455577,scaffold655986,scaffold655986_5906_9249,1240,0
scaffold655986_9510_10917__1202,0.764007,0.929813,0.846715,0.793986,scaffold655986,scaffold655986_9510_10917,1202,0
scaffold657656_6023_14627__3854,0.870751,0.0507511,0.356516,0.551008,scaffold657656,scaffold657656_6023_14627,3854,0
scaffold659346_47940_52719__1435,0.903654,0.698272,0.951267,0.26784,scaffold659346,scaffold659346_47940_52719,1435,0
scaffold659458_27666_31680__2716,0.361099,0.815458,0.29653,0.568028,scaffold659458,scaffold659458_27666_31680,2716,0
scaffold659822_59558_66846__3466,0.295165,0.838672,0.723786,0.981015,scaffold659822,scaffold659822_59558_66846,3466,0
scaffold662151_169023_172337__2906,0.985612,0.917884,0.958528,0.728095,scaffold662151,scaffold662151_169023_172337,2906,0
scaffold662461_150489_154737__2415,0.999837,0.384686,0.668648,0.922305,scaffold662461,scaffold662461_150489_154737,2415,0
scaffold663253.1_141374_144698__1286,0.736519,0.717165,0.302553,0.455243,scaffold663253.1,scaffold663253.1_141374_144698,1286,0
scaffold665152.2_51197_55620__3384,0.929734,0.957634,0.885905,0.628994,scaffold665152.2,scaffold665152.2_51197_55620,3384,0
scaffold665212_80222_81787__938,0.753615,0.850875,0.784183,0.317211,scaffold665212,scaffold665212_80222_81787,938,0
scaffold66559_69322_78934__3056,0.892875,0.875894,0.910458,0.850986,scaffold66559,scaffold66559_69322_78934,3056,0
scaffold665920_283741_287270__697,0.915871,0.628417,0.994207,0.666558,scaffold665920,scaffold665920_283741_287270,697,0
scaffold66626.1_108557_116627__6911,0.606021,0.603735,0.935405,0.607348,scaffold66626.1,scaffold66626.1_108557_116627,6911,0
scaffold66626.1_118104_119973__1312,0.803308,0.240268,0.785907,0.65297,scaffold66626.1,scaffold66626.1_118104_119973,1312,0
scaffold66732_71632_73913__459,0.904858,0.725564,0.549275,0.351411,scaffold66732,scaffold66732_71632_73913,459,0
scaffold667885_12163_17871__3251,0.911374,0.463874,0.358929,0.506004,scaffold667885,scaffold667885_12163_17871,3251,0
scaffold66846_78511_87192__1355,0.242042,0.830662,0.492014,0.577924,scaffold66846,scaffold66846_78511_87192,1355,0
scaffold668477_8624_14969__2499,0.82715,0.34992,0.357311,0.464224,scaffold668477,scaffold668477_8624_14969,2499,0
scaffold668594_11970_17875__4226,0.884327,0.927015,0.917161,0.590977,scaffold668594,scaffold668594_11970_17875,4226,0
scaffold66938.3_1_3890__1917,0.717584,0.43835,0.678891,0.914209,scaffold66938.3,scaffold66938.3_1_3890,1917,0
scaffold669427.1_82133_87082__1506,0.976024,0.0937621,0.971591,0.9288,scaffold669427.1,scaffold669427.1_82133_87082,1506,0
scaffold67031_26395_30260__765,0.536594,0.923399,0.703539,0.648629,scaffold67031,scaffold67031_26395_30260,765,0
scaffold670799_9963_13304__938,0.710973,0.82121,0.838064,0.564076,scaffold670799,scaffold670799_9963_13304,938,0
scaffold671295_19195_21410__848,0.491858,0.993905,0.383702,0.887086,scaffold671295,scaffold671295_19195_21410,848,0
scaffold6713_87243_91423__1163,0.930494,0.615005,0.4115,0.840708,scaffold6713,scaffold6713_87243_91423,1163,0
scaffold671878_126849_131430__3766,0.628938,0.719714,0.83485,0.443882,scaffold671878,scaffold671878_126849_131430,3766,0
scaffold672041_82563_85786__2393,0.333048,0.429171,0.164289,0.694014,scaffold672041,scaffold672041_82563_85786,2393,0
scaffold672262.5_120585_123526__2484,0.314219,0.267945,0.43518,0.455186,scaffold672262.5,scaffold672262.5_120585_123526,2484,0
scaffold673036_145797_150789__2360,0.635763,0.495282,0.733685,0.58286,scaffold673036,scaffold673036_145797_150789,2360,0
scaffold673965_589_4482__2623,0.358079,0.0213577,0.0123464,0.240615,scaffold673965,scaffold673965_589_4482,2623,1
scaffold674017_3480_4891__1174,0.725563,0.267888,0.41219,0.598194,scaffold674017,scaffold674017_3480_4891,1174,0
scaffold674232_25791_29679__2994,0.256252,0.999117,0.0994532,0.65413,scaffold674232,scaffold674232_25791_29679,2994,0
scaffold676002_71417_79079__3384,0.974072,0.907094,0.958363,0.631798,scaffold676002,scaffold676002_71417_79079,3384,0
scaffold676008_16447_25626__6312,0.146022,0.403195,0.148265,0.787291,scaffold676008,scaffold676008_16447_25626,6312,0
scaffold678066.1_24146_27929__2615,0.924546,0.702966,0.882572,0.275287,scaffold678066.1,scaffold678066.1_24146_27929,2615,0
scaffold678327.1_79100_86567__4309,0.818105,0.475915,0.500304,0.609592,scaffold678327.1,scaffold678327.1_79100_86567,4309,0
scaffold678437_5748_11531__1542,0.810528,0.71716,0.824348,0.90381,scaffold678437,scaffold678437_5748_11531,1542,0
scaffold678577_78854_85386__2977,0.917647,0.307651,0.981425,0.96638,scaffold678577,scaffold678577_78854_85386,2977,0
scaffold679125_147668_149454__953,0.332742,0.452855,0.697184,0.0378955,scaffold679125,scaffold679125_147668_149454,953,0
scaffold679612_9401_16053__677,0.840144,0.803607,0.580383,0.696367,scaffold679612,scaffold679612_9401_16053,677,0
scaffold679696_75316_77742__796,0.712405,0.688202,0.47279,0.483603,scaffold679696,scaffold679696_75316_77742,796,0
scaffold679759.2_19803_24862__4848,0.933949,0.888682,0.678496,0.929095,scaffold679759.2,scaffold679759.2_19803_24862,4848,0
